train iter 10, lr: 1e-04, loss: 0.296
train iter 12430, lr: 1e-04, loss: 0.170
train iter 12440, lr: 1e-04, loss: 0.154
train iter 12450, lr: 1e-04, loss: 0.370
train iter 12460, lr: 1e-04, loss: 0.172
train iter 12470, lr: 1e-04, loss: 0.173
train iter 12480, lr: 1e-04, loss: 0.172
train iter 12490, lr: 1e-04, loss: 0.177
train iter 12500, lr: 1e-04, loss: 0.368
train iter 12510, lr: 1e-04, loss: 0.420
train iter 12520, lr: 1e-04, loss: 0.170
train iter 12530, lr: 1e-04, loss: 0.156
train iter 12540, lr: 1e-04, loss: 0.398
train iter 12550, lr: 1e-04, loss: 0.181
train iter 12560, lr: 1e-04, loss: 0.158
train iter 12570, lr: 1e-04, loss: 0.172
train iter 12580, lr: 1e-04, loss: 0.157
train iter 12590, lr: 1e-04, loss: 0.156
train iter 12600, lr: 1e-04, loss: 0.164
train iter 12610, lr: 1e-04, loss: 0.165
train iter 12620, lr: 1e-04, loss: 0.165
train iter 12630, lr: 1e-04, loss: 0.167
train iter 12640, lr: 1e-04, loss: 0.168
train iter 12650, lr: 1e-04, loss: 0.157
train iter 12660, lr: 1e-04, loss: 0.180
train iter 12670, lr: 1e-04, loss: 0.177
train iter 12680, lr: 1e-04, loss: 0.164
train iter 12690, lr: 1e-04, loss: 0.174
train iter 12700, lr: 1e-04, loss: 0.382
train iter 12710, lr: 1e-04, loss: 0.401
train iter 12720, lr: 1e-04, loss: 0.160
train iter 12730, lr: 1e-04, loss: 0.170
train iter 12740, lr: 1e-04, loss: 0.160
train iter 12750, lr: 1e-04, loss: 0.155
train iter 12760, lr: 1e-04, loss: 0.172
train iter 12770, lr: 1e-04, loss: 0.319
train iter 12780, lr: 1e-04, loss: 0.156
train iter 12790, lr: 1e-04, loss: 0.166
train iter 12800, lr: 1e-04, loss: 0.161
train iter 12810, lr: 1e-04, loss: 0.172
train iter 12820, lr: 1e-04, loss: 0.164
train iter 12830, lr: 1e-04, loss: 0.194
train iter 12840, lr: 1e-04, loss: 0.187
train iter 12850, lr: 1e-04, loss: 0.175
train iter 12860, lr: 1e-04, loss: 0.175
train iter 12870, lr: 1e-04, loss: 0.179
train iter 12880, lr: 1e-04, loss: 0.324
train iter 12890, lr: 1e-04, loss: 0.199
train iter 12900, lr: 1e-04, loss: 0.168
train iter 12910, lr: 1e-04, loss: 0.368
train iter 12920, lr: 1e-04, loss: 0.390
train iter 12930, lr: 1e-04, loss: 0.166
train iter 12940, lr: 1e-04, loss: 0.334
train iter 12950, lr: 1e-04, loss: 0.176
train iter 12960, lr: 1e-04, loss: 0.315
train iter 12970, lr: 1e-04, loss: 0.169
train iter 12980, lr: 1e-04, loss: 0.155
train iter 12990, lr: 1e-04, loss: 0.160
train iter 13000, val loss: 0.208
train iter 13000, lr: 1e-04, loss: 0.375
train iter 13010, lr: 1e-04, loss: 0.164
train iter 13020, lr: 1e-04, loss: 0.163
train iter 13030, lr: 1e-04, loss: 0.181
train iter 13040, lr: 1e-04, loss: 0.166
train iter 13050, lr: 1e-04, loss: 0.161
train iter 13060, lr: 1e-04, loss: 0.167
train iter 13070, lr: 1e-04, loss: 0.161
train iter 13080, lr: 1e-04, loss: 0.163
train iter 13090, lr: 1e-04, loss: 0.158
train iter 13100, lr: 1e-04, loss: 0.154
train iter 13110, lr: 1e-04, loss: 0.167
train iter 13120, lr: 1e-04, loss: 0.175
train iter 13130, lr: 1e-04, loss: 0.372
train iter 13140, lr: 1e-04, loss: 0.179
train iter 13150, lr: 1e-04, loss: 0.158
train iter 13160, lr: 1e-04, loss: 0.178
train iter 13170, lr: 1e-04, loss: 0.163
train iter 13180, lr: 1e-04, loss: 0.170
train iter 13190, lr: 1e-04, loss: 0.188
train iter 13200, lr: 1e-04, loss: 0.172
train iter 13210, lr: 1e-04, loss: 0.153
train iter 13220, lr: 1e-04, loss: 0.169
train iter 13230, lr: 1e-04, loss: 0.163
train iter 13240, lr: 1e-04, loss: 0.165
train iter 13250, lr: 1e-04, loss: 0.175
train iter 13260, lr: 1e-04, loss: 0.310
train iter 13270, lr: 1e-04, loss: 0.168
train iter 13280, lr: 1e-04, loss: 0.168
train iter 13290, lr: 1e-04, loss: 0.172
train iter 13300, lr: 1e-04, loss: 0.169
train iter 13310, lr: 1e-04, loss: 0.166
train iter 13320, lr: 1e-04, loss: 0.335
train iter 13330, lr: 1e-04, loss: 0.166
train iter 13340, lr: 1e-04, loss: 0.155
train iter 13350, lr: 1e-04, loss: 0.171
train iter 13360, lr: 1e-04, loss: 0.349
train iter 13370, lr: 1e-04, loss: 0.400
train iter 13380, lr: 1e-04, loss: 0.160
train iter 13390, lr: 1e-04, loss: 0.176
train iter 13400, lr: 1e-04, loss: 0.178
train iter 13410, lr: 1e-04, loss: 0.154
train iter 13420, lr: 1e-04, loss: 0.384
train iter 13430, lr: 1e-04, loss: 0.186
train iter 13440, lr: 1e-04, loss: 0.369
train iter 13450, lr: 1e-04, loss: 0.316
train iter 13460, lr: 1e-04, loss: 0.170
train iter 13470, lr: 1e-04, loss: 0.172
train iter 13480, lr: 1e-04, loss: 0.166
train iter 13490, lr: 1e-04, loss: 0.389
train iter 13500, lr: 1e-04, loss: 0.180
train iter 13510, lr: 1e-04, loss: 0.156
train iter 13520, lr: 1e-04, loss: 0.157
train iter 13530, lr: 1e-04, loss: 0.151
train iter 13540, lr: 1e-04, loss: 0.168
train iter 13550, lr: 1e-04, loss: 0.166
train iter 13560, lr: 1e-04, loss: 0.176
train iter 13570, lr: 1e-04, loss: 0.182
train iter 13580, lr: 1e-04, loss: 0.151
train iter 13590, lr: 1e-04, loss: 0.156
train iter 13600, lr: 1e-04, loss: 0.360
train iter 13610, lr: 1e-04, loss: 0.178
train iter 13620, lr: 1e-04, loss: 0.374
train iter 13630, lr: 1e-04, loss: 0.168
train iter 13640, lr: 1e-04, loss: 0.170
train iter 13650, lr: 1e-04, loss: 0.409
train iter 13660, lr: 1e-04, loss: 0.160
train iter 13670, lr: 1e-04, loss: 0.169
train iter 13680, lr: 1e-04, loss: 0.165
train iter 13690, lr: 1e-04, loss: 0.307
train iter 13700, lr: 1e-04, loss: 0.162
train iter 13710, lr: 1e-04, loss: 0.165
train iter 13720, lr: 1e-04, loss: 0.167
train iter 13730, lr: 1e-04, loss: 0.158
train iter 13740, lr: 1e-04, loss: 0.184
train iter 13750, lr: 1e-04, loss: 0.154
train iter 13760, lr: 1e-04, loss: 0.323
train iter 13770, lr: 1e-04, loss: 0.377
train iter 13780, lr: 1e-04, loss: 0.167
train iter 13790, lr: 1e-04, loss: 0.163
train iter 13800, lr: 1e-04, loss: 0.161
train iter 13810, lr: 1e-04, loss: 0.156
train iter 13820, lr: 1e-04, loss: 0.162
train iter 13830, lr: 1e-04, loss: 0.174
train iter 13840, lr: 1e-04, loss: 0.319
train iter 13850, lr: 1e-04, loss: 0.180
train iter 13860, lr: 1e-04, loss: 0.165
train iter 13870, lr: 1e-04, loss: 0.151
train iter 13880, lr: 1e-04, loss: 0.171
train iter 13890, lr: 1e-04, loss: 0.162
train iter 13900, lr: 1e-04, loss: 0.168
train iter 13910, lr: 1e-04, loss: 0.168
train iter 13920, lr: 1e-04, loss: 0.153
train iter 13930, lr: 1e-04, loss: 0.167
train iter 13940, lr: 1e-04, loss: 0.323
train iter 13950, lr: 1e-04, loss: 0.156
train iter 13960, lr: 1e-04, loss: 0.174
train iter 13970, lr: 1e-04, loss: 0.169
train iter 13980, lr: 1e-04, loss: 0.155
train iter 13990, lr: 1e-04, loss: 0.165
train iter 14000, val loss: 0.202
train iter 14000, lr: 1e-04, loss: 0.160
train iter 14010, lr: 1e-04, loss: 0.155
train iter 14020, lr: 1e-04, loss: 0.160
train iter 14030, lr: 1e-04, loss: 0.156
train iter 14040, lr: 1e-04, loss: 0.160
train iter 14050, lr: 1e-04, loss: 0.164
train iter 14060, lr: 1e-04, loss: 0.165
train iter 14070, lr: 1e-04, loss: 0.166
train iter 14080, lr: 1e-04, loss: 0.166
train iter 14090, lr: 1e-04, loss: 0.167
train iter 14100, lr: 1e-04, loss: 0.389
train iter 14110, lr: 1e-04, loss: 0.155
train iter 14120, lr: 1e-04, loss: 0.161
train iter 14130, lr: 1e-04, loss: 0.163
train iter 14140, lr: 1e-04, loss: 0.154
train iter 14150, lr: 1e-04, loss: 0.153
train iter 14160, lr: 1e-04, loss: 0.160
train iter 14170, lr: 1e-04, loss: 0.161
train iter 14180, lr: 1e-04, loss: 0.163
train iter 14190, lr: 1e-04, loss: 0.159
train iter 14200, lr: 1e-04, loss: 0.161
train iter 14210, lr: 1e-04, loss: 0.157
train iter 14220, lr: 1e-04, loss: 0.160
train iter 14230, lr: 1e-04, loss: 0.161
train iter 14240, lr: 1e-04, loss: 0.409
train iter 14250, lr: 1e-04, loss: 0.408
train iter 14260, lr: 1e-04, loss: 0.175
train iter 14270, lr: 1e-04, loss: 0.184
train iter 14280, lr: 1e-04, loss: 0.407
train iter 14290, lr: 1e-04, loss: 0.336
train iter 14300, lr: 1e-04, loss: 0.343
train iter 14310, lr: 1e-04, loss: 0.319
train iter 14320, lr: 1e-04, loss: 0.159
train iter 14330, lr: 1e-04, loss: 0.331
train iter 14340, lr: 1e-04, loss: 0.172
train iter 14350, lr: 1e-04, loss: 0.171
train iter 14360, lr: 1e-04, loss: 0.347
train iter 14370, lr: 1e-04, loss: 0.300
train iter 14380, lr: 1e-04, loss: 0.173
train iter 14390, lr: 1e-04, loss: 0.163
train iter 14400, lr: 1e-04, loss: 0.158
train iter 14410, lr: 1e-04, loss: 0.162
train iter 14420, lr: 1e-04, loss: 0.309
train iter 14430, lr: 1e-04, loss: 0.324
train iter 14440, lr: 1e-04, loss: 0.173
train iter 14450, lr: 1e-04, loss: 0.161
train iter 14460, lr: 1e-04, loss: 0.345
train iter 14470, lr: 1e-04, loss: 0.155
train iter 14480, lr: 1e-04, loss: 0.391
train iter 14490, lr: 1e-04, loss: 0.171
train iter 14500, lr: 1e-04, loss: 0.154
train iter 14510, lr: 1e-04, loss: 0.163
train iter 14520, lr: 1e-04, loss: 0.164
train iter 14530, lr: 1e-04, loss: 0.191
train iter 14540, lr: 1e-04, loss: 0.332
train iter 14550, lr: 1e-04, loss: 0.323
train iter 14560, lr: 1e-04, loss: 0.152
train iter 14570, lr: 1e-04, loss: 0.165
train iter 14580, lr: 1e-04, loss: 0.189
train iter 14590, lr: 1e-04, loss: 0.166
train iter 14600, lr: 1e-04, loss: 0.303
train iter 14610, lr: 1e-04, loss: 0.161
train iter 14620, lr: 1e-04, loss: 0.151
train iter 14630, lr: 1e-04, loss: 0.184
train iter 14640, lr: 1e-04, loss: 0.182
train iter 14650, lr: 1e-04, loss: 0.157
train iter 14660, lr: 1e-04, loss: 0.152
train iter 14670, lr: 1e-04, loss: 0.181
train iter 14680, lr: 1e-04, loss: 0.315
train iter 14690, lr: 1e-04, loss: 0.167
train iter 14700, lr: 1e-04, loss: 0.367
train iter 14710, lr: 1e-04, loss: 0.180
train iter 14720, lr: 1e-04, loss: 0.164
train iter 14730, lr: 1e-04, loss: 0.158
train iter 14740, lr: 1e-04, loss: 0.165
train iter 14750, lr: 1e-04, loss: 0.154
train iter 14760, lr: 1e-04, loss: 0.330
train iter 14770, lr: 1e-04, loss: 0.170
train iter 14780, lr: 1e-04, loss: 0.154
train iter 14790, lr: 1e-04, loss: 0.165
train iter 14800, lr: 1e-04, loss: 0.404
train iter 14810, lr: 1e-04, loss: 0.155
train iter 14820, lr: 1e-04, loss: 0.300
train iter 14830, lr: 1e-04, loss: 0.168
train iter 14840, lr: 1e-04, loss: 0.152
train iter 14850, lr: 1e-04, loss: 0.173
train iter 14860, lr: 1e-04, loss: 0.361
train iter 14870, lr: 1e-04, loss: 0.192
train iter 14880, lr: 1e-04, loss: 0.168
train iter 14890, lr: 1e-04, loss: 0.162
train iter 14900, lr: 1e-04, loss: 0.154
train iter 14910, lr: 1e-04, loss: 0.160
train iter 14920, lr: 1e-04, loss: 0.167
train iter 14930, lr: 1e-04, loss: 0.150
train iter 14940, lr: 1e-04, loss: 0.162
train iter 14950, lr: 1e-04, loss: 0.325
train iter 14960, lr: 1e-04, loss: 0.185
train iter 14970, lr: 1e-04, loss: 0.154
train iter 14980, lr: 1e-04, loss: 0.173
train iter 14990, lr: 1e-04, loss: 0.166
train iter 15000, val loss: 0.185
train iter 15000, lr: 1e-04, loss: 0.166
train iter 15010, lr: 1e-04, loss: 0.170
train iter 15020, lr: 1e-04, loss: 0.164
train iter 15030, lr: 1e-04, loss: 0.167
train iter 15040, lr: 1e-04, loss: 0.177
train iter 15050, lr: 1e-04, loss: 0.374
train iter 15060, lr: 1e-04, loss: 0.344
train iter 15070, lr: 1e-04, loss: 0.346
train iter 15080, lr: 1e-04, loss: 0.154
train iter 15090, lr: 1e-04, loss: 0.162
train iter 15100, lr: 1e-04, loss: 0.158
train iter 15110, lr: 1e-04, loss: 0.165
train iter 15120, lr: 1e-04, loss: 0.150
train iter 15130, lr: 1e-04, loss: 0.164
train iter 15140, lr: 1e-04, loss: 0.166
train iter 15150, lr: 1e-04, loss: 0.365
train iter 15160, lr: 1e-04, loss: 0.153
train iter 15170, lr: 1e-04, loss: 0.329
train iter 15180, lr: 1e-04, loss: 0.329
train iter 15190, lr: 1e-04, loss: 0.176
train iter 15200, lr: 1e-04, loss: 0.169
train iter 15210, lr: 1e-04, loss: 0.375
train iter 15220, lr: 1e-04, loss: 0.152
train iter 15230, lr: 1e-04, loss: 0.324
train iter 15240, lr: 1e-04, loss: 0.353
train iter 15250, lr: 1e-04, loss: 0.188
train iter 15260, lr: 1e-04, loss: 0.166
train iter 15270, lr: 1e-04, loss: 0.152
train iter 15280, lr: 1e-04, loss: 0.162
train iter 15290, lr: 1e-04, loss: 0.151
train iter 15300, lr: 1e-04, loss: 0.169
train iter 15310, lr: 1e-04, loss: 0.170
train iter 15320, lr: 1e-04, loss: 0.154
train iter 15330, lr: 1e-04, loss: 0.361
train iter 15340, lr: 1e-04, loss: 0.164
train iter 15350, lr: 1e-04, loss: 0.166
train iter 15360, lr: 1e-04, loss: 0.354
train iter 15370, lr: 1e-04, loss: 0.166
train iter 15380, lr: 1e-04, loss: 0.169
train iter 15390, lr: 1e-04, loss: 0.152
train iter 15400, lr: 1e-04, loss: 0.158
train iter 15410, lr: 1e-04, loss: 0.172
train iter 15420, lr: 1e-04, loss: 0.182
train iter 15430, lr: 1e-04, loss: 0.162
train iter 15440, lr: 1e-04, loss: 0.161
train iter 15450, lr: 1e-04, loss: 0.166
train iter 15460, lr: 1e-04, loss: 0.171
train iter 15470, lr: 1e-04, loss: 0.153
train iter 15480, lr: 1e-04, loss: 0.151
train iter 15490, lr: 1e-04, loss: 0.160
train iter 15500, lr: 1e-04, loss: 0.168
train iter 15510, lr: 1e-04, loss: 0.161
train iter 15520, lr: 1e-04, loss: 0.329
train iter 15530, lr: 1e-04, loss: 0.160
train iter 15540, lr: 1e-04, loss: 0.329
train iter 15550, lr: 1e-04, loss: 0.363
train iter 15560, lr: 1e-04, loss: 0.181
train iter 15570, lr: 1e-04, loss: 0.151
train iter 15580, lr: 1e-04, loss: 0.182
train iter 15590, lr: 1e-04, loss: 0.165
train iter 15600, lr: 1e-04, loss: 0.379
train iter 15610, lr: 1e-04, loss: 0.165
train iter 15620, lr: 1e-04, loss: 0.393
train iter 15630, lr: 1e-04, loss: 0.156
train iter 15640, lr: 1e-04, loss: 0.334
train iter 15650, lr: 1e-04, loss: 0.166
train iter 15660, lr: 1e-04, loss: 0.159
train iter 15670, lr: 1e-04, loss: 0.167
train iter 15680, lr: 1e-04, loss: 0.157
train iter 15690, lr: 1e-04, loss: 0.169
train iter 15700, lr: 1e-04, loss: 0.167
train iter 15710, lr: 1e-04, loss: 0.159
train iter 15720, lr: 1e-04, loss: 0.159
train iter 15730, lr: 1e-04, loss: 0.315
train iter 15740, lr: 1e-04, loss: 0.327
train iter 15750, lr: 1e-04, loss: 0.174
train iter 15760, lr: 1e-04, loss: 0.158
train iter 15770, lr: 1e-04, loss: 0.176
train iter 15780, lr: 1e-04, loss: 0.152
train iter 15790, lr: 1e-04, loss: 0.283
train iter 15800, lr: 1e-04, loss: 0.371
train iter 15810, lr: 1e-04, loss: 0.180
train iter 15820, lr: 1e-04, loss: 0.187
train iter 15830, lr: 1e-04, loss: 0.161
train iter 15840, lr: 1e-04, loss: 0.151
train iter 15850, lr: 1e-04, loss: 0.168
train iter 15860, lr: 1e-04, loss: 0.169
train iter 15870, lr: 1e-04, loss: 0.360
train iter 15880, lr: 1e-04, loss: 0.162
train iter 15890, lr: 1e-04, loss: 0.169
train iter 15900, lr: 1e-04, loss: 0.161
train iter 15910, lr: 1e-04, loss: 0.160
train iter 15920, lr: 1e-04, loss: 0.303
train iter 15930, lr: 1e-04, loss: 0.156
train iter 15940, lr: 1e-04, loss: 0.153
train iter 15950, lr: 1e-04, loss: 0.173
train iter 15960, lr: 1e-04, loss: 0.332
train iter 15970, lr: 1e-04, loss: 0.154
train iter 15980, lr: 1e-04, loss: 0.165
train iter 15990, lr: 1e-04, loss: 0.307
train iter 16000, val loss: 0.209
train iter 16000, lr: 1e-04, loss: 0.173
train iter 16010, lr: 1e-04, loss: 0.169
train iter 16020, lr: 1e-04, loss: 0.170
train iter 16030, lr: 1e-04, loss: 0.164
train iter 16040, lr: 1e-04, loss: 0.164
train iter 16050, lr: 1e-04, loss: 0.161
train iter 16060, lr: 1e-04, loss: 0.162
train iter 16070, lr: 1e-04, loss: 0.156
train iter 16080, lr: 1e-04, loss: 0.363
train iter 16090, lr: 1e-04, loss: 0.173
train iter 16100, lr: 1e-04, loss: 0.160
train iter 16110, lr: 1e-04, loss: 0.150
train iter 16120, lr: 1e-04, loss: 0.163
train iter 16130, lr: 1e-04, loss: 0.167
train iter 16140, lr: 1e-04, loss: 0.165
train iter 16150, lr: 1e-04, loss: 0.171
train iter 16160, lr: 1e-04, loss: 0.324
train iter 16170, lr: 1e-04, loss: 0.349
train iter 16180, lr: 1e-04, loss: 0.156
train iter 16190, lr: 1e-04, loss: 0.158
train iter 16200, lr: 1e-04, loss: 0.152
train iter 16210, lr: 1e-04, loss: 0.322
train iter 16220, lr: 1e-04, loss: 0.162
train iter 16230, lr: 1e-04, loss: 0.169
train iter 16240, lr: 1e-04, loss: 0.163
train iter 16250, lr: 1e-04, loss: 0.173
train iter 16260, lr: 1e-04, loss: 0.158
train iter 16270, lr: 1e-04, loss: 0.155
train iter 16280, lr: 1e-04, loss: 0.152
train iter 16290, lr: 1e-04, loss: 0.296
train iter 16300, lr: 1e-04, loss: 0.182
train iter 16310, lr: 1e-04, loss: 0.179
train iter 16320, lr: 1e-04, loss: 0.167
train iter 16330, lr: 1e-04, loss: 0.340
train iter 16340, lr: 1e-04, loss: 0.156
train iter 16350, lr: 1e-04, loss: 0.396
train iter 16360, lr: 1e-04, loss: 0.154
train iter 16370, lr: 1e-04, loss: 0.176
train iter 16380, lr: 1e-04, loss: 0.157
train iter 16390, lr: 1e-04, loss: 0.183
train iter 16400, lr: 1e-04, loss: 0.327
train iter 16410, lr: 1e-04, loss: 0.321
train iter 16420, lr: 1e-04, loss: 0.150
train iter 16430, lr: 1e-04, loss: 0.167
train iter 16440, lr: 1e-04, loss: 0.162
train iter 16450, lr: 1e-04, loss: 0.154
train iter 16460, lr: 1e-04, loss: 0.159
train iter 16470, lr: 1e-04, loss: 0.170
train iter 16480, lr: 1e-04, loss: 0.327
train iter 16490, lr: 1e-04, loss: 0.168
train iter 16500, lr: 1e-04, loss: 0.172
train iter 16510, lr: 1e-04, loss: 0.179
train iter 16520, lr: 1e-04, loss: 0.154
train iter 16530, lr: 1e-04, loss: 0.330
train iter 16540, lr: 1e-04, loss: 0.160
train iter 16550, lr: 1e-04, loss: 0.160
train iter 16560, lr: 1e-04, loss: 0.152
train iter 16570, lr: 1e-04, loss: 0.164
train iter 16580, lr: 1e-04, loss: 0.156
train iter 16590, lr: 1e-04, loss: 0.173
train iter 16600, lr: 1e-04, loss: 0.156
train iter 16610, lr: 1e-04, loss: 0.151
train iter 16620, lr: 1e-04, loss: 0.341
train iter 16630, lr: 1e-04, loss: 0.165
train iter 16640, lr: 1e-04, loss: 0.166
train iter 16650, lr: 1e-04, loss: 0.157
train iter 16660, lr: 1e-04, loss: 0.382
train iter 16670, lr: 1e-04, loss: 0.159
train iter 16680, lr: 1e-04, loss: 0.164
train iter 16690, lr: 1e-04, loss: 0.177
train iter 16700, lr: 1e-04, loss: 0.171
train iter 16710, lr: 1e-04, loss: 0.167
train iter 16720, lr: 1e-04, loss: 0.152
train iter 16730, lr: 1e-04, loss: 0.156
train iter 16740, lr: 1e-04, loss: 0.158
train iter 16750, lr: 1e-04, loss: 0.151
train iter 16760, lr: 1e-04, loss: 0.175
train iter 16770, lr: 1e-04, loss: 0.166
train iter 16780, lr: 1e-04, loss: 0.166
train iter 16790, lr: 1e-04, loss: 0.161
train iter 16800, lr: 1e-04, loss: 0.159
train iter 16810, lr: 1e-04, loss: 0.408
train iter 16820, lr: 1e-04, loss: 0.157
train iter 16830, lr: 1e-04, loss: 0.333
train iter 16840, lr: 1e-04, loss: 0.164
train iter 16850, lr: 1e-04, loss: 0.154
train iter 16860, lr: 1e-04, loss: 0.294
train iter 16870, lr: 1e-04, loss: 0.314
train iter 16880, lr: 1e-04, loss: 0.164
train iter 16890, lr: 1e-04, loss: 0.162
train iter 16900, lr: 1e-04, loss: 0.179
train iter 16910, lr: 1e-04, loss: 0.328
train iter 16920, lr: 1e-04, loss: 0.176
train iter 16930, lr: 1e-04, loss: 0.322
train iter 16940, lr: 1e-04, loss: 0.340
train iter 16950, lr: 1e-04, loss: 0.158
train iter 16960, lr: 1e-04, loss: 0.164
train iter 16970, lr: 1e-04, loss: 0.163
train iter 16980, lr: 1e-04, loss: 0.158
train iter 16990, lr: 1e-04, loss: 0.167
train iter 17000, val loss: 0.197
train iter 17000, lr: 1e-04, loss: 0.183
train iter 17010, lr: 1e-04, loss: 0.156
train iter 17020, lr: 1e-04, loss: 0.345
train iter 17030, lr: 1e-04, loss: 0.325
train iter 17040, lr: 1e-04, loss: 0.176
train iter 17050, lr: 1e-04, loss: 0.166
train iter 17060, lr: 1e-04, loss: 0.159
train iter 17070, lr: 1e-04, loss: 0.165
train iter 17080, lr: 1e-04, loss: 0.151
train iter 17090, lr: 1e-04, loss: 0.167
train iter 17100, lr: 1e-04, loss: 0.174
train iter 17110, lr: 1e-04, loss: 0.164
train iter 17120, lr: 1e-04, loss: 0.152
train iter 17130, lr: 1e-04, loss: 0.373
train iter 17140, lr: 1e-04, loss: 0.167
train iter 17150, lr: 1e-04, loss: 0.175
train iter 17160, lr: 1e-04, loss: 0.152
train iter 17170, lr: 1e-04, loss: 0.154
train iter 17180, lr: 1e-04, loss: 0.188
train iter 17190, lr: 1e-04, loss: 0.153
train iter 17200, lr: 1e-04, loss: 0.322
train iter 17210, lr: 1e-04, loss: 0.156
train iter 17220, lr: 1e-04, loss: 0.404
train iter 17230, lr: 1e-04, loss: 0.161
train iter 17240, lr: 1e-04, loss: 0.173
train iter 17250, lr: 1e-04, loss: 0.159
train iter 17260, lr: 1e-04, loss: 0.160
train iter 17270, lr: 1e-04, loss: 0.157
train iter 17280, lr: 1e-04, loss: 0.173
train iter 17290, lr: 1e-04, loss: 0.157
train iter 17300, lr: 1e-04, loss: 0.164
train iter 17310, lr: 1e-04, loss: 0.152
train iter 17320, lr: 1e-04, loss: 0.159
train iter 17330, lr: 1e-04, loss: 0.153
train iter 17340, lr: 1e-04, loss: 0.163
train iter 17350, lr: 1e-04, loss: 0.311
train iter 17360, lr: 1e-04, loss: 0.369
train iter 17370, lr: 1e-04, loss: 0.317
train iter 17380, lr: 1e-04, loss: 0.155
train iter 17390, lr: 1e-04, loss: 0.178
train iter 17400, lr: 1e-04, loss: 0.160
train iter 17410, lr: 1e-04, loss: 0.152
train iter 17420, lr: 1e-04, loss: 0.161
train iter 17430, lr: 1e-04, loss: 0.362
train iter 17440, lr: 1e-04, loss: 0.167
train iter 17450, lr: 1e-04, loss: 0.168
train iter 17460, lr: 1e-04, loss: 0.184
train iter 17470, lr: 1e-04, loss: 0.165
train iter 17480, lr: 1e-04, loss: 0.169
train iter 17490, lr: 1e-04, loss: 0.177
train iter 17500, lr: 1e-04, loss: 0.307
train iter 17510, lr: 1e-04, loss: 0.389
train iter 17520, lr: 1e-04, loss: 0.156
train iter 17530, lr: 1e-04, loss: 0.171
train iter 17540, lr: 1e-04, loss: 0.186
train iter 17550, lr: 1e-04, loss: 0.189
train iter 17560, lr: 1e-04, loss: 0.153
train iter 17570, lr: 1e-04, loss: 0.171
train iter 17580, lr: 1e-04, loss: 0.155
train iter 17590, lr: 1e-04, loss: 0.168
train iter 17600, lr: 1e-04, loss: 0.355
train iter 17610, lr: 1e-04, loss: 0.162
train iter 17620, lr: 1e-04, loss: 0.364
train iter 17630, lr: 1e-04, loss: 0.164
train iter 17640, lr: 1e-04, loss: 0.179
train iter 17650, lr: 1e-04, loss: 0.171
train iter 17660, lr: 1e-04, loss: 0.159
train iter 17670, lr: 1e-04, loss: 0.156
train iter 17680, lr: 1e-04, loss: 0.173
train iter 17690, lr: 1e-04, loss: 0.185
train iter 17700, lr: 1e-04, loss: 0.168
train iter 17710, lr: 1e-04, loss: 0.162
train iter 17720, lr: 1e-04, loss: 0.307
train iter 17730, lr: 1e-04, loss: 0.190
train iter 17740, lr: 1e-04, loss: 0.158
train iter 17750, lr: 1e-04, loss: 0.182
train iter 17760, lr: 1e-04, loss: 0.155
train iter 17770, lr: 1e-04, loss: 0.156
train iter 17780, lr: 1e-04, loss: 0.156
train iter 17790, lr: 1e-04, loss: 0.153
train iter 17800, lr: 1e-04, loss: 0.303
train iter 17810, lr: 1e-04, loss: 0.172
train iter 17820, lr: 1e-04, loss: 0.398
train iter 17830, lr: 1e-04, loss: 0.161
train iter 17840, lr: 1e-04, loss: 0.151
train iter 17850, lr: 1e-04, loss: 0.175
train iter 17860, lr: 1e-04, loss: 0.187
train iter 17870, lr: 1e-04, loss: 0.153
train iter 17880, lr: 1e-04, loss: 0.153
train iter 17890, lr: 1e-04, loss: 0.308
train iter 17900, lr: 1e-04, loss: 0.156
train iter 17910, lr: 1e-04, loss: 0.323
train iter 17920, lr: 1e-04, loss: 0.163
train iter 17930, lr: 1e-04, loss: 0.159
train iter 17940, lr: 1e-04, loss: 0.181
train iter 17950, lr: 1e-04, loss: 0.158
train iter 17960, lr: 1e-04, loss: 0.159
train iter 17970, lr: 1e-04, loss: 0.164
train iter 17980, lr: 1e-04, loss: 0.155
train iter 17990, lr: 1e-04, loss: 0.167
train iter 18000, val loss: 0.210
train iter 18000, lr: 1e-04, loss: 0.183
train iter 18010, lr: 1e-04, loss: 0.316
train iter 18020, lr: 1e-04, loss: 0.351
train iter 18030, lr: 1e-04, loss: 0.190
train iter 18040, lr: 1e-04, loss: 0.155
train iter 18050, lr: 1e-04, loss: 0.164
train iter 18060, lr: 1e-04, loss: 0.155
train iter 18070, lr: 1e-04, loss: 0.165
train iter 18080, lr: 1e-04, loss: 0.180
train iter 18090, lr: 1e-04, loss: 0.332
train iter 18100, lr: 1e-04, loss: 0.315
train iter 18110, lr: 1e-04, loss: 0.171
train iter 18120, lr: 1e-04, loss: 0.173
train iter 18130, lr: 1e-04, loss: 0.160
train iter 18140, lr: 1e-04, loss: 0.155
train iter 18150, lr: 1e-04, loss: 0.155
train iter 18160, lr: 1e-04, loss: 0.181
train iter 18170, lr: 1e-04, loss: 0.179
train iter 18180, lr: 1e-04, loss: 0.340
train iter 18190, lr: 1e-04, loss: 0.166
train iter 18200, lr: 1e-04, loss: 0.158
