train iter 0, val loss: 0.681, test loss: 0.682
train iter 11440, lr: 1e-04, loss: 0.596
train iter 11460, lr: 1e-04, loss: 0.628
train iter 11480, lr: 1e-04, loss: 0.575
train iter 11500, lr: 1e-04, loss: 0.673
train iter 11520, lr: 1e-04, loss: 0.549
train iter 11540, lr: 1e-04, loss: 0.609
train iter 11560, lr: 1e-04, loss: 0.644
train iter 11580, lr: 1e-04, loss: 0.537
train iter 11600, lr: 1e-04, loss: 0.571
train iter 11620, lr: 1e-04, loss: 0.542
train iter 11640, lr: 1e-04, loss: 0.627
train iter 11660, lr: 1e-04, loss: 0.669
train iter 11680, lr: 1e-04, loss: 0.631
train iter 11700, lr: 1e-04, loss: 0.583
train iter 11720, lr: 1e-04, loss: 0.616
train iter 11740, lr: 1e-04, loss: 0.564
train iter 11760, lr: 1e-04, loss: 0.553
train iter 11780, lr: 1e-04, loss: 0.537
train iter 11800, lr: 1e-04, loss: 0.518
train iter 11820, lr: 1e-04, loss: 0.747
train iter 11840, lr: 1e-04, loss: 0.554
train iter 11860, lr: 1e-04, loss: 0.588
train iter 11880, lr: 1e-04, loss: 0.595
train iter 11900, lr: 1e-04, loss: 0.646
train iter 11920, lr: 1e-04, loss: 0.626
train iter 11940, lr: 1e-04, loss: 0.561
train iter 11960, lr: 1e-04, loss: 0.555
train iter 11980, lr: 1e-04, loss: 0.608
train iter 12000, val loss: 0.623, test loss: 0.628
train iter 12000, lr: 1e-04, loss: 0.662
train iter 12020, lr: 1e-04, loss: 0.561
train iter 12040, lr: 1e-04, loss: 0.527
train iter 12060, lr: 1e-04, loss: 0.474
train iter 12080, lr: 1e-04, loss: 0.590
train iter 12100, lr: 1e-04, loss: 0.578
train iter 12120, lr: 1e-04, loss: 0.574
train iter 12140, lr: 1e-04, loss: 0.496
train iter 12160, lr: 1e-04, loss: 0.612
train iter 12180, lr: 1e-04, loss: 0.620
train iter 12200, lr: 1e-04, loss: 0.574
train iter 12220, lr: 1e-04, loss: 0.555
train iter 12240, lr: 1e-04, loss: 0.550
train iter 12260, lr: 1e-04, loss: 0.612
train iter 12280, lr: 1e-04, loss: 0.536
train iter 12300, lr: 1e-04, loss: 0.583
train iter 12320, lr: 1e-04, loss: 0.504
train iter 12340, lr: 1e-04, loss: 0.474
train iter 12360, lr: 1e-04, loss: 0.671
train iter 12380, lr: 1e-04, loss: 0.645
train iter 12400, lr: 1e-04, loss: 0.575
train iter 12420, lr: 1e-04, loss: 0.579
train iter 12440, lr: 1e-04, loss: 0.603
train iter 12460, lr: 1e-04, loss: 0.552
train iter 12480, lr: 1e-04, loss: 0.637
train iter 12500, lr: 1e-04, loss: 0.530
train iter 12520, lr: 1e-04, loss: 0.600
train iter 12540, lr: 1e-04, loss: 0.542
train iter 12560, lr: 1e-04, loss: 0.501
train iter 12580, lr: 1e-04, loss: 0.627
train iter 12600, lr: 1e-04, loss: 0.507
train iter 12620, lr: 1e-04, loss: 0.571
train iter 12640, lr: 1e-04, loss: 0.493
train iter 12660, lr: 1e-04, loss: 0.630
train iter 12680, lr: 1e-04, loss: 0.508
train iter 12700, lr: 1e-04, loss: 0.514
train iter 12720, lr: 1e-04, loss: 0.538
train iter 12740, lr: 1e-04, loss: 0.550
train iter 12760, lr: 1e-04, loss: 0.579
train iter 12780, lr: 1e-04, loss: 0.637
train iter 12800, lr: 1e-04, loss: 0.511
train iter 12820, lr: 1e-04, loss: 0.654
train iter 12840, lr: 1e-04, loss: 0.498
train iter 12860, lr: 1e-04, loss: 0.464
train iter 12880, lr: 1e-04, loss: 0.561
train iter 12900, lr: 1e-04, loss: 0.670
train iter 12920, lr: 1e-04, loss: 0.637
train iter 12940, lr: 1e-04, loss: 0.578
train iter 12960, lr: 1e-04, loss: 0.590
train iter 12980, lr: 1e-04, loss: 0.517
train iter 13000, val loss: 0.620, test loss: 0.622
train iter 13000, lr: 1e-04, loss: 0.570
train iter 13020, lr: 1e-04, loss: 0.567
train iter 13040, lr: 1e-04, loss: 0.633
train iter 13060, lr: 1e-04, loss: 0.617
train iter 13080, lr: 1e-04, loss: 0.603
train iter 13100, lr: 1e-04, loss: 0.486
train iter 13120, lr: 1e-04, loss: 0.587
train iter 13140, lr: 1e-04, loss: 0.600
train iter 13160, lr: 1e-04, loss: 0.557
train iter 13180, lr: 1e-04, loss: 0.556
train iter 13200, lr: 1e-04, loss: 0.615
train iter 13220, lr: 1e-04, loss: 0.624
train iter 13240, lr: 1e-04, loss: 0.555
train iter 13260, lr: 1e-04, loss: 0.546
train iter 13280, lr: 1e-04, loss: 0.616
train iter 13300, lr: 1e-04, loss: 0.511
train iter 13320, lr: 1e-04, loss: 0.531
train iter 13340, lr: 1e-04, loss: 0.562
train iter 13360, lr: 1e-04, loss: 0.543
train iter 13380, lr: 1e-04, loss: 0.486
train iter 13400, lr: 1e-04, loss: 0.631
train iter 13420, lr: 1e-04, loss: 0.546
train iter 13440, lr: 1e-04, loss: 0.529
train iter 13460, lr: 1e-04, loss: 0.544
train iter 13480, lr: 1e-04, loss: 0.653
train iter 13500, lr: 1e-04, loss: 0.605
train iter 13520, lr: 1e-04, loss: 0.537
train iter 13540, lr: 1e-04, loss: 0.559
train iter 13560, lr: 1e-04, loss: 0.554
train iter 13580, lr: 1e-04, loss: 0.493
train iter 13600, lr: 1e-04, loss: 0.534
train iter 13620, lr: 1e-04, loss: 0.615
train iter 13640, lr: 1e-04, loss: 0.495
train iter 13660, lr: 1e-04, loss: 0.510
train iter 13680, lr: 1e-04, loss: 0.513
train iter 13700, lr: 1e-04, loss: 0.595
train iter 13720, lr: 1e-04, loss: 0.592
train iter 13740, lr: 1e-04, loss: 0.548
train iter 13760, lr: 1e-04, loss: 0.661
train iter 13780, lr: 1e-04, loss: 0.546
train iter 13800, lr: 1e-04, loss: 0.542
train iter 13820, lr: 1e-04, loss: 0.577
train iter 13840, lr: 1e-04, loss: 0.608
train iter 13860, lr: 1e-04, loss: 0.588
train iter 13880, lr: 1e-04, loss: 0.539
train iter 13900, lr: 1e-04, loss: 0.514
train iter 13920, lr: 1e-04, loss: 0.547
train iter 13940, lr: 1e-04, loss: 0.505
train iter 13960, lr: 1e-04, loss: 0.515
train iter 13980, lr: 1e-04, loss: 0.458
train iter 14000, val loss: 0.619, test loss: 0.623
train iter 14000, lr: 1e-04, loss: 0.534
train iter 14020, lr: 1e-04, loss: 0.575
train iter 14040, lr: 1e-04, loss: 0.465
train iter 14060, lr: 1e-04, loss: 0.681
train iter 14080, lr: 1e-04, loss: 0.540
train iter 14100, lr: 1e-04, loss: 0.638
train iter 14120, lr: 1e-04, loss: 0.635
train iter 14140, lr: 1e-04, loss: 0.474
train iter 14160, lr: 1e-04, loss: 0.517
train iter 14180, lr: 1e-04, loss: 0.598
train iter 14200, lr: 1e-04, loss: 0.588
train iter 14220, lr: 1e-04, loss: 0.588
train iter 14240, lr: 1e-04, loss: 0.565
train iter 14260, lr: 1e-04, loss: 0.509
train iter 14280, lr: 1e-04, loss: 0.566
train iter 14300, lr: 1e-04, loss: 0.525
train iter 14320, lr: 1e-04, loss: 0.534
train iter 14340, lr: 1e-04, loss: 0.539
train iter 14360, lr: 1e-04, loss: 0.585
train iter 14380, lr: 1e-04, loss: 0.553
train iter 14400, lr: 1e-04, loss: 0.633
train iter 14420, lr: 1e-04, loss: 0.561
train iter 14440, lr: 1e-04, loss: 0.612
train iter 14460, lr: 1e-04, loss: 0.697
train iter 14480, lr: 1e-04, loss: 0.505
train iter 14500, lr: 1e-04, loss: 0.617
train iter 14520, lr: 1e-04, loss: 0.560
train iter 14540, lr: 1e-04, loss: 0.563
train iter 14560, lr: 1e-04, loss: 0.521
train iter 14580, lr: 1e-04, loss: 0.585
train iter 14600, lr: 1e-04, loss: 0.576
train iter 14620, lr: 1e-04, loss: 0.581
train iter 14640, lr: 1e-04, loss: 0.555
train iter 14660, lr: 1e-04, loss: 0.520
train iter 14680, lr: 1e-04, loss: 0.612
train iter 14700, lr: 1e-04, loss: 0.479
train iter 14720, lr: 1e-04, loss: 0.595
train iter 14740, lr: 1e-04, loss: 0.644
train iter 14760, lr: 1e-04, loss: 0.585
train iter 14780, lr: 1e-04, loss: 0.514
train iter 14800, lr: 1e-04, loss: 0.538
train iter 14820, lr: 1e-04, loss: 0.560
train iter 14840, lr: 1e-04, loss: 0.548
train iter 14860, lr: 1e-04, loss: 0.514
train iter 14880, lr: 1e-04, loss: 0.551
train iter 14900, lr: 1e-04, loss: 0.638
train iter 14920, lr: 1e-04, loss: 0.454
train iter 14940, lr: 1e-04, loss: 0.553
train iter 14960, lr: 1e-04, loss: 0.549
train iter 14980, lr: 1e-04, loss: 0.601
train iter 15000, val loss: 0.626, test loss: 0.629
train iter 15000, lr: 1e-04, loss: 0.557
train iter 15020, lr: 1e-04, loss: 0.578
train iter 15040, lr: 1e-04, loss: 0.539
train iter 15060, lr: 1e-04, loss: 0.483
train iter 15080, lr: 1e-04, loss: 0.540
train iter 15100, lr: 1e-04, loss: 0.606
train iter 15120, lr: 1e-04, loss: 0.577
train iter 15140, lr: 1e-04, loss: 0.624
train iter 15160, lr: 1e-04, loss: 0.533
train iter 15180, lr: 1e-04, loss: 0.606
train iter 15200, lr: 1e-04, loss: 0.596
train iter 15220, lr: 1e-04, loss: 0.499
train iter 15240, lr: 1e-04, loss: 0.514
train iter 15260, lr: 1e-04, loss: 0.534
train iter 15280, lr: 1e-04, loss: 0.506
train iter 15300, lr: 1e-04, loss: 0.563
train iter 15320, lr: 1e-04, loss: 0.584
train iter 15340, lr: 1e-04, loss: 0.571
train iter 15360, lr: 1e-04, loss: 0.638
train iter 15380, lr: 1e-04, loss: 0.680
train iter 15400, lr: 1e-04, loss: 0.496
train iter 15420, lr: 1e-04, loss: 0.601
train iter 15440, lr: 1e-04, loss: 0.534
train iter 15460, lr: 1e-04, loss: 0.547
train iter 15480, lr: 1e-04, loss: 0.600
train iter 15500, lr: 1e-04, loss: 0.523
train iter 15520, lr: 1e-04, loss: 0.560
train iter 15540, lr: 1e-04, loss: 0.520
train iter 15560, lr: 1e-04, loss: 0.596
train iter 15580, lr: 1e-04, loss: 0.444
train iter 15600, lr: 1e-04, loss: 0.559
train iter 15620, lr: 1e-04, loss: 0.488
train iter 15640, lr: 1e-04, loss: 0.599
train iter 15660, lr: 1e-04, loss: 0.543
train iter 15680, lr: 1e-04, loss: 0.531
train iter 15700, lr: 1e-04, loss: 0.464
train iter 15720, lr: 1e-04, loss: 0.536
train iter 15740, lr: 1e-04, loss: 0.555
train iter 15760, lr: 1e-04, loss: 0.548
train iter 15780, lr: 1e-04, loss: 0.590
train iter 15800, lr: 1e-04, loss: 0.513
train iter 15820, lr: 1e-04, loss: 0.513
train iter 15840, lr: 1e-04, loss: 0.622
train iter 15860, lr: 1e-04, loss: 0.574
train iter 15880, lr: 1e-04, loss: 0.517
train iter 15900, lr: 1e-04, loss: 0.554
train iter 15920, lr: 1e-04, loss: 0.611
train iter 15940, lr: 1e-04, loss: 0.490
train iter 15960, lr: 1e-04, loss: 0.496
train iter 15980, lr: 1e-04, loss: 0.555
train iter 16000, val loss: 0.622, test loss: 0.623
train iter 16000, lr: 1e-04, loss: 0.541
train iter 16020, lr: 1e-04, loss: 0.622
train iter 16040, lr: 1e-04, loss: 0.505
train iter 16060, lr: 1e-04, loss: 0.516
train iter 16080, lr: 1e-04, loss: 0.442
train iter 16100, lr: 1e-04, loss: 0.552
train iter 16120, lr: 1e-04, loss: 0.658
train iter 16140, lr: 1e-04, loss: 0.552
train iter 16160, lr: 1e-04, loss: 0.599
train iter 16180, lr: 1e-04, loss: 0.458
train iter 16200, lr: 1e-04, loss: 0.538
train iter 16220, lr: 1e-04, loss: 0.544
train iter 16240, lr: 1e-04, loss: 0.664
train iter 16260, lr: 1e-04, loss: 0.509
train iter 16280, lr: 1e-04, loss: 0.532
train iter 16300, lr: 1e-04, loss: 0.544
train iter 16320, lr: 1e-04, loss: 0.527
train iter 16340, lr: 1e-04, loss: 0.481
train iter 16360, lr: 1e-04, loss: 0.561
train iter 16380, lr: 1e-04, loss: 0.556
train iter 16400, lr: 1e-04, loss: 0.660
train iter 16420, lr: 1e-04, loss: 0.484
train iter 16440, lr: 1e-04, loss: 0.514
train iter 16460, lr: 1e-04, loss: 0.598
train iter 16480, lr: 1e-04, loss: 0.578
train iter 16500, lr: 1e-04, loss: 0.532
train iter 16520, lr: 1e-04, loss: 0.589
train iter 16540, lr: 1e-04, loss: 0.506
train iter 16560, lr: 1e-04, loss: 0.623
train iter 16580, lr: 1e-04, loss: 0.592
train iter 16600, lr: 1e-04, loss: 0.582
train iter 16620, lr: 1e-04, loss: 0.627
train iter 16640, lr: 1e-04, loss: 0.669
train iter 16660, lr: 1e-04, loss: 0.652
train iter 16680, lr: 1e-04, loss: 0.600
train iter 16700, lr: 1e-04, loss: 0.543
train iter 16720, lr: 1e-04, loss: 0.432
train iter 16740, lr: 1e-04, loss: 0.511
train iter 16760, lr: 1e-04, loss: 0.582
train iter 16780, lr: 1e-04, loss: 0.469
train iter 16800, lr: 1e-04, loss: 0.497
train iter 16820, lr: 1e-04, loss: 0.503
train iter 16840, lr: 1e-04, loss: 0.546
train iter 16860, lr: 1e-04, loss: 0.586
train iter 16880, lr: 1e-04, loss: 0.493
train iter 16900, lr: 1e-04, loss: 0.528
train iter 16920, lr: 1e-04, loss: 0.668
train iter 16940, lr: 1e-04, loss: 0.477
train iter 16960, lr: 1e-04, loss: 0.533
train iter 16980, lr: 1e-04, loss: 0.615
train iter 17000, val loss: 0.625, test loss: 0.625
train iter 17000, lr: 1e-04, loss: 0.574
train iter 17020, lr: 1e-04, loss: 0.571
train iter 17040, lr: 1e-04, loss: 0.643
train iter 17060, lr: 1e-04, loss: 0.477
train iter 17080, lr: 1e-04, loss: 0.485
train iter 17100, lr: 1e-04, loss: 0.579
train iter 17120, lr: 1e-04, loss: 0.484
train iter 17140, lr: 1e-04, loss: 0.454
train iter 17160, lr: 1e-04, loss: 0.578
train iter 17180, lr: 1e-04, loss: 0.632
train iter 17200, lr: 1e-04, loss: 0.519
train iter 17220, lr: 1e-04, loss: 0.551
train iter 17240, lr: 1e-04, loss: 0.534
train iter 17260, lr: 1e-04, loss: 0.551
train iter 17280, lr: 1e-04, loss: 0.588
train iter 17300, lr: 1e-04, loss: 0.529
train iter 17320, lr: 1e-04, loss: 0.568
train iter 17340, lr: 1e-04, loss: 0.464
train iter 17360, lr: 1e-04, loss: 0.463
train iter 17380, lr: 1e-04, loss: 0.544
train iter 17400, lr: 1e-04, loss: 0.468
train iter 17420, lr: 1e-04, loss: 0.542
train iter 17440, lr: 1e-04, loss: 0.593
train iter 17460, lr: 1e-04, loss: 0.488
train iter 17480, lr: 1e-04, loss: 0.543
train iter 17500, lr: 1e-04, loss: 0.526
train iter 17520, lr: 1e-04, loss: 0.488
train iter 17540, lr: 1e-04, loss: 0.416
train iter 17560, lr: 1e-04, loss: 0.497
train iter 17580, lr: 1e-04, loss: 0.672
train iter 17600, lr: 1e-04, loss: 0.618
train iter 17620, lr: 1e-04, loss: 0.543
train iter 17640, lr: 1e-04, loss: 0.433
train iter 17660, lr: 1e-04, loss: 0.613
train iter 17680, lr: 1e-04, loss: 0.520
train iter 17700, lr: 1e-04, loss: 0.647
train iter 17720, lr: 1e-04, loss: 0.525
train iter 17740, lr: 1e-04, loss: 0.455
train iter 17760, lr: 1e-04, loss: 0.443
train iter 17780, lr: 1e-04, loss: 0.604
train iter 17800, lr: 1e-04, loss: 0.442
train iter 17820, lr: 1e-04, loss: 0.608
train iter 17840, lr: 1e-04, loss: 0.494
train iter 17860, lr: 1e-04, loss: 0.548
train iter 17880, lr: 1e-04, loss: 0.538
train iter 17900, lr: 1e-04, loss: 0.524
train iter 17920, lr: 1e-04, loss: 0.507
train iter 17940, lr: 1e-04, loss: 0.436
train iter 17960, lr: 1e-04, loss: 0.539
train iter 17980, lr: 1e-04, loss: 0.520
train iter 18000, val loss: 0.616, test loss: 0.617
train iter 18000, lr: 1e-04, loss: 0.511
train iter 18020, lr: 1e-04, loss: 0.466
train iter 18040, lr: 1e-04, loss: 0.464
train iter 18060, lr: 1e-04, loss: 0.560
train iter 18080, lr: 1e-04, loss: 0.459
train iter 18100, lr: 1e-04, loss: 0.502
train iter 18120, lr: 1e-04, loss: 0.562
train iter 18140, lr: 1e-04, loss: 0.552
train iter 18160, lr: 1e-04, loss: 0.459
train iter 18180, lr: 1e-04, loss: 0.549
train iter 18200, lr: 1e-04, loss: 0.481
train iter 18220, lr: 1e-04, loss: 0.500
train iter 18240, lr: 1e-04, loss: 0.627
train iter 18260, lr: 1e-04, loss: 0.529
train iter 18280, lr: 1e-04, loss: 0.512
train iter 18300, lr: 1e-04, loss: 0.482
train iter 18320, lr: 1e-04, loss: 0.542
train iter 18340, lr: 1e-04, loss: 0.546
train iter 18360, lr: 1e-04, loss: 0.503
train iter 18380, lr: 1e-04, loss: 0.528
train iter 18400, lr: 1e-04, loss: 0.575
train iter 18420, lr: 1e-04, loss: 0.568
train iter 18440, lr: 1e-04, loss: 0.444
train iter 18460, lr: 1e-04, loss: 0.531
train iter 18480, lr: 1e-04, loss: 0.455
train iter 18500, lr: 1e-04, loss: 0.488
train iter 18520, lr: 1e-04, loss: 0.540
train iter 18540, lr: 1e-04, loss: 0.545
train iter 18560, lr: 1e-04, loss: 0.585
train iter 18580, lr: 1e-04, loss: 0.497
train iter 18600, lr: 1e-04, loss: 0.481
train iter 18620, lr: 1e-04, loss: 0.628
train iter 18640, lr: 1e-04, loss: 0.481
train iter 18660, lr: 1e-04, loss: 0.504
train iter 18680, lr: 1e-04, loss: 0.489
train iter 18700, lr: 1e-04, loss: 0.529
train iter 18720, lr: 1e-04, loss: 0.416
train iter 18740, lr: 1e-04, loss: 0.465
train iter 18760, lr: 1e-04, loss: 0.517
train iter 18780, lr: 1e-04, loss: 0.506
train iter 18800, lr: 1e-04, loss: 0.541
train iter 18820, lr: 1e-04, loss: 0.595
train iter 18840, lr: 1e-04, loss: 0.532
train iter 18860, lr: 1e-04, loss: 0.509
train iter 18880, lr: 1e-04, loss: 0.529
train iter 18900, lr: 1e-04, loss: 0.506
train iter 18920, lr: 1e-04, loss: 0.530
train iter 18940, lr: 1e-04, loss: 0.545
train iter 18960, lr: 1e-04, loss: 0.596
train iter 18980, lr: 1e-04, loss: 0.570
train iter 19000, val loss: 0.622, test loss: 0.617
train iter 19000, lr: 1e-04, loss: 0.518
train iter 19020, lr: 1e-04, loss: 0.597
train iter 19040, lr: 1e-04, loss: 0.478
train iter 19060, lr: 1e-04, loss: 0.498
train iter 19080, lr: 1e-04, loss: 0.567
train iter 19100, lr: 1e-04, loss: 0.477
train iter 19120, lr: 1e-04, loss: 0.498
train iter 19140, lr: 1e-04, loss: 0.575
train iter 19160, lr: 1e-04, loss: 0.457
train iter 19180, lr: 1e-04, loss: 0.465
train iter 19200, lr: 1e-04, loss: 0.597
train iter 19220, lr: 1e-04, loss: 0.589
train iter 19240, lr: 1e-04, loss: 0.518
train iter 19260, lr: 1e-04, loss: 0.525
train iter 19280, lr: 1e-04, loss: 0.510
train iter 19300, lr: 1e-04, loss: 0.487
train iter 19320, lr: 1e-04, loss: 0.528
train iter 19340, lr: 1e-04, loss: 0.433
train iter 19360, lr: 1e-04, loss: 0.685
train iter 19380, lr: 1e-04, loss: 0.544
train iter 19400, lr: 1e-04, loss: 0.478
train iter 19420, lr: 1e-04, loss: 0.540
train iter 19440, lr: 1e-04, loss: 0.580
train iter 19460, lr: 1e-04, loss: 0.547
train iter 19480, lr: 1e-04, loss: 0.472
train iter 19500, lr: 1e-04, loss: 0.586
train iter 19520, lr: 1e-04, loss: 0.572
train iter 19540, lr: 1e-04, loss: 0.527
train iter 19560, lr: 1e-04, loss: 0.428
train iter 19580, lr: 1e-04, loss: 0.487
train iter 19600, lr: 1e-04, loss: 0.468
train iter 19620, lr: 1e-04, loss: 0.514
train iter 19640, lr: 1e-04, loss: 0.487
train iter 19660, lr: 1e-04, loss: 0.627
train iter 19680, lr: 1e-04, loss: 0.444
train iter 19700, lr: 1e-04, loss: 0.445
train iter 19720, lr: 1e-04, loss: 0.566
train iter 19740, lr: 1e-04, loss: 0.524
train iter 19760, lr: 1e-04, loss: 0.568
train iter 19780, lr: 1e-04, loss: 0.537
train iter 19800, lr: 1e-04, loss: 0.469
train iter 19820, lr: 1e-04, loss: 0.486
train iter 19840, lr: 1e-04, loss: 0.568
train iter 19860, lr: 1e-04, loss: 0.449
train iter 19880, lr: 1e-04, loss: 0.505
train iter 19900, lr: 1e-04, loss: 0.562
train iter 19920, lr: 1e-04, loss: 0.539
train iter 19940, lr: 1e-04, loss: 0.546
train iter 19960, lr: 1e-04, loss: 0.515
train iter 19980, lr: 1e-04, loss: 0.509
train iter 20000, val loss: 0.614, test loss: 0.620
train iter 20000, lr: 1.0000001e-05, loss: 0.458
train iter 20020, lr: 1.0000001e-05, loss: 0.489
train iter 20040, lr: 1.0000001e-05, loss: 0.575
train iter 20060, lr: 1.0000001e-05, loss: 0.401
train iter 20080, lr: 1.0000001e-05, loss: 0.522
train iter 20100, lr: 1.0000001e-05, loss: 0.419
train iter 20120, lr: 1.0000001e-05, loss: 0.576
train iter 20140, lr: 1.0000001e-05, loss: 0.534
train iter 20160, lr: 1.0000001e-05, loss: 0.410
train iter 20180, lr: 1.0000001e-05, loss: 0.534
train iter 20200, lr: 1.0000001e-05, loss: 0.597
train iter 20220, lr: 1.0000001e-05, loss: 0.429
train iter 20240, lr: 1.0000001e-05, loss: 0.540
train iter 20260, lr: 1.0000001e-05, loss: 0.480
train iter 20280, lr: 1.0000001e-05, loss: 0.501
train iter 20300, lr: 1.0000001e-05, loss: 0.542
train iter 20320, lr: 1.0000001e-05, loss: 0.404
train iter 20340, lr: 1.0000001e-05, loss: 0.477
train iter 20360, lr: 1.0000001e-05, loss: 0.439
train iter 20380, lr: 1.0000001e-05, loss: 0.441
train iter 20400, lr: 1.0000001e-05, loss: 0.411
train iter 20420, lr: 1.0000001e-05, loss: 0.544
train iter 20440, lr: 1.0000001e-05, loss: 0.621
train iter 20460, lr: 1.0000001e-05, loss: 0.500
train iter 20480, lr: 1.0000001e-05, loss: 0.500
train iter 20500, lr: 1.0000001e-05, loss: 0.490
train iter 20520, lr: 1.0000001e-05, loss: 0.500
train iter 20540, lr: 1.0000001e-05, loss: 0.539
train iter 20560, lr: 1.0000001e-05, loss: 0.551
train iter 20580, lr: 1.0000001e-05, loss: 0.476
train iter 20600, lr: 1.0000001e-05, loss: 0.509
train iter 20620, lr: 1.0000001e-05, loss: 0.482
train iter 20640, lr: 1.0000001e-05, loss: 0.560
train iter 20660, lr: 1.0000001e-05, loss: 0.550
train iter 20680, lr: 1.0000001e-05, loss: 0.624
train iter 20700, lr: 1.0000001e-05, loss: 0.554
train iter 20720, lr: 1.0000001e-05, loss: 0.471
train iter 20740, lr: 1.0000001e-05, loss: 0.509
train iter 20760, lr: 1.0000001e-05, loss: 0.561
train iter 20780, lr: 1.0000001e-05, loss: 0.611
train iter 20800, lr: 1.0000001e-05, loss: 0.483
train iter 20820, lr: 1.0000001e-05, loss: 0.562
train iter 20840, lr: 1.0000001e-05, loss: 0.527
train iter 20860, lr: 1.0000001e-05, loss: 0.469
train iter 20880, lr: 1.0000001e-05, loss: 0.401
train iter 20900, lr: 1.0000001e-05, loss: 0.536
train iter 20920, lr: 1.0000001e-05, loss: 0.483
train iter 20940, lr: 1.0000001e-05, loss: 0.550
train iter 20960, lr: 1.0000001e-05, loss: 0.481
train iter 20980, lr: 1.0000001e-05, loss: 0.454
train iter 21000, val loss: 0.607, test loss: 0.607
train iter 21000, lr: 1.0000001e-05, loss: 0.560
train iter 21020, lr: 1.0000001e-05, loss: 0.465
train iter 21040, lr: 1.0000001e-05, loss: 0.514
train iter 21060, lr: 1.0000001e-05, loss: 0.447
train iter 21080, lr: 1.0000001e-05, loss: 0.488
train iter 21100, lr: 1.0000001e-05, loss: 0.516
train iter 21120, lr: 1.0000001e-05, loss: 0.460
train iter 21140, lr: 1.0000001e-05, loss: 0.517
train iter 21160, lr: 1.0000001e-05, loss: 0.512
train iter 21180, lr: 1.0000001e-05, loss: 0.534
train iter 21200, lr: 1.0000001e-05, loss: 0.521
train iter 21220, lr: 1.0000001e-05, loss: 0.384
train iter 21240, lr: 1.0000001e-05, loss: 0.617
train iter 21260, lr: 1.0000001e-05, loss: 0.514
train iter 21280, lr: 1.0000001e-05, loss: 0.479
train iter 21300, lr: 1.0000001e-05, loss: 0.481
train iter 21320, lr: 1.0000001e-05, loss: 0.480
train iter 21340, lr: 1.0000001e-05, loss: 0.451
train iter 21360, lr: 1.0000001e-05, loss: 0.641
train iter 21380, lr: 1.0000001e-05, loss: 0.454
train iter 21400, lr: 1.0000001e-05, loss: 0.500
train iter 21420, lr: 1.0000001e-05, loss: 0.442
train iter 21440, lr: 1.0000001e-05, loss: 0.431
train iter 21460, lr: 1.0000001e-05, loss: 0.484
train iter 21480, lr: 1.0000001e-05, loss: 0.497
train iter 21500, lr: 1.0000001e-05, loss: 0.509
train iter 21520, lr: 1.0000001e-05, loss: 0.459
train iter 21540, lr: 1.0000001e-05, loss: 0.454
train iter 21560, lr: 1.0000001e-05, loss: 0.455
train iter 21580, lr: 1.0000001e-05, loss: 0.486
train iter 21600, lr: 1.0000001e-05, loss: 0.439
train iter 21620, lr: 1.0000001e-05, loss: 0.473
train iter 21640, lr: 1.0000001e-05, loss: 0.518
train iter 21660, lr: 1.0000001e-05, loss: 0.656
train iter 21680, lr: 1.0000001e-05, loss: 0.538
train iter 21700, lr: 1.0000001e-05, loss: 0.608
train iter 21720, lr: 1.0000001e-05, loss: 0.484
train iter 21740, lr: 1.0000001e-05, loss: 0.531
train iter 21760, lr: 1.0000001e-05, loss: 0.439
train iter 21780, lr: 1.0000001e-05, loss: 0.484
train iter 21800, lr: 1.0000001e-05, loss: 0.557
train iter 21820, lr: 1.0000001e-05, loss: 0.509
train iter 21840, lr: 1.0000001e-05, loss: 0.431
train iter 21860, lr: 1.0000001e-05, loss: 0.482
train iter 21880, lr: 1.0000001e-05, loss: 0.464
train iter 21900, lr: 1.0000001e-05, loss: 0.530
train iter 21920, lr: 1.0000001e-05, loss: 0.523
train iter 21940, lr: 1.0000001e-05, loss: 0.485
train iter 21960, lr: 1.0000001e-05, loss: 0.437
train iter 21980, lr: 1.0000001e-05, loss: 0.574
train iter 22000, val loss: 0.603, test loss: 0.608
train iter 22000, lr: 1.0000001e-05, loss: 0.520
train iter 22020, lr: 1.0000001e-05, loss: 0.523
train iter 22040, lr: 1.0000001e-05, loss: 0.482
train iter 22060, lr: 1.0000001e-05, loss: 0.479
train iter 22080, lr: 1.0000001e-05, loss: 0.423
train iter 22100, lr: 1.0000001e-05, loss: 0.373
train iter 22120, lr: 1.0000001e-05, loss: 0.465
train iter 22140, lr: 1.0000001e-05, loss: 0.624
train iter 22160, lr: 1.0000001e-05, loss: 0.438
train iter 22180, lr: 1.0000001e-05, loss: 0.622
train iter 22200, lr: 1.0000001e-05, loss: 0.503
train iter 22220, lr: 1.0000001e-05, loss: 0.474
train iter 22240, lr: 1.0000001e-05, loss: 0.486
train iter 22260, lr: 1.0000001e-05, loss: 0.433
train iter 22280, lr: 1.0000001e-05, loss: 0.483
train iter 22300, lr: 1.0000001e-05, loss: 0.495
train iter 22320, lr: 1.0000001e-05, loss: 0.442
train iter 22340, lr: 1.0000001e-05, loss: 0.467
train iter 22360, lr: 1.0000001e-05, loss: 0.445
train iter 22380, lr: 1.0000001e-05, loss: 0.517
train iter 22400, lr: 1.0000001e-05, loss: 0.541
train iter 22420, lr: 1.0000001e-05, loss: 0.511
